,question,answer
272,"na koho se mohu obratit, pri poruseni prav dusevniho vlastnictvi?","v pripade neopravneneho zasahu do prav z prumysloveho vlastnictvi - patentu, zapsaneho uzitneho nebo prumysloveho vzoru je mozne se domahat u soudu zejmena toho, aby ruseni prava bylo zakazano a aby nasledky poruseni byly odstraneny. pokud byla v dusledku porusovani prav zpusobena skoda, ma poskozeny pravo na jeji nahradu. vymahat prava z prumysloveho vlastnictvi je opravnen vlastnik nebo majitel prava, pripadne dalsi opravnena osoba podle zakona cislo dveste dvacet jedna z roku dvatisice sest sbirky, o vymahani prav z prumysloveho vlastnictvi. blizsi informace naleznete zde. v pripade, ze zjistite porusovani prav z dusevniho vlastnictvi, je mozne se obratit na nektere verejnopravni instituce. problematikou porusovani prav z dusevniho vlastnictvi se zabyva i ceska obchodni inspekce, statni zemedelske a potravinarska inspekce, zivnostenske urady a statni ustav pro kontrolu leciv i celni sprava ceske republiky."
273,"na koho se mam obratit, pri poruseni prav dusevniho vlastnictvi?","v pripade neopravneneho zasahu do prav z prumysloveho vlastnictvi - patentu, zapsaneho uzitneho nebo prumysloveho vzoru je mozne se domahat u soudu zejmena toho, aby ruseni prava bylo zakazano a aby nasledky poruseni byly odstraneny. pokud byla v dusledku porusovani prav zpusobena skoda, ma poskozeny pravo na jeji nahradu. vymahat prava z prumysloveho vlastnictvi je opravnen vlastnik nebo majitel prava, pripadne dalsi opravnena osoba podle zakona cislo dveste dvacet jedna z roku dvatisice sest sbirky, o vymahani prav z prumysloveho vlastnictvi. blizsi informace naleznete zde. v pripade, ze zjistite porusovani prav z dusevniho vlastnictvi, je mozne se obratit na nektere verejnopravni instituce. problematikou porusovani prav z dusevniho vlastnictvi se zabyva i ceska obchodni inspekce, statni zemedelske a potravinarska inspekce, zivnostenske urady a statni ustav pro kontrolu leciv i celni sprava ceske republiky."
274,kam se obratit pri porusovani prav z dusevniho vlastnictvi?,"v pripade neopravneneho zasahu do prav z prumysloveho vlastnictvi - patentu, zapsaneho uzitneho nebo prumysloveho vzoru je mozne se domahat u soudu zejmena toho, aby ruseni prava bylo zakazano a aby nasledky poruseni byly odstraneny. pokud byla v dusledku porusovani prav zpusobena skoda, ma poskozeny pravo na jeji nahradu. vymahat prava z prumysloveho vlastnictvi je opravnen vlastnik nebo majitel prava, pripadne dalsi opravnena osoba podle zakona cislo dveste dvacet jedna z roku dvatisice sest sbirky, o vymahani prav z prumysloveho vlastnictvi. blizsi informace naleznete zde. v pripade, ze zjistite porusovani prav z dusevniho vlastnictvi, je mozne se obratit na nektere verejnopravni instituce. problematikou porusovani prav z dusevniho vlastnictvi se zabyva i ceska obchodni inspekce, statni zemedelske a potravinarska inspekce, zivnostenske urady a statni ustav pro kontrolu leciv i celni sprava ceske republiky."
275,kam se obratit pri poruseni prav z dusevniho vlastnictvi?,"v pripade neopravneneho zasahu do prav z prumysloveho vlastnictvi - patentu, zapsaneho uzitneho nebo prumysloveho vzoru je mozne se domahat u soudu zejmena toho, aby ruseni prava bylo zakazano a aby nasledky poruseni byly odstraneny. pokud byla v dusledku porusovani prav zpusobena skoda, ma poskozeny pravo na jeji nahradu. vymahat prava z prumysloveho vlastnictvi je opravnen vlastnik nebo majitel prava, pripadne dalsi opravnena osoba podle zakona cislo dveste dvacet jedna z roku dvatisice sest sbirky, o vymahani prav z prumysloveho vlastnictvi. blizsi informace naleznete zde. v pripade, ze zjistite porusovani prav z dusevniho vlastnictvi, je mozne se obratit na nektere verejnopravni instituce. problematikou porusovani prav z dusevniho vlastnictvi se zabyva i ceska obchodni inspekce, statni zemedelske a potravinarska inspekce, zivnostenske urady a statni ustav pro kontrolu leciv i celni sprava ceske republiky."
276,vymahani prav,"v pripade neopravneneho zasahu do prav z prumysloveho vlastnictvi - patentu, zapsaneho uzitneho nebo prumysloveho vzoru je mozne se domahat u soudu zejmena toho, aby ruseni prava bylo zakazano a aby nasledky poruseni byly odstraneny. pokud byla v dusledku porusovani prav zpusobena skoda, ma poskozeny pravo na jeji nahradu. vymahat prava z prumysloveho vlastnictvi je opravnen vlastnik nebo majitel prava, pripadne dalsi opravnena osoba podle zakona cislo dveste dvacet jedna z roku dvatisice sest sbirky, o vymahani prav z prumysloveho vlastnictvi. blizsi informace naleznete zde. v pripade, ze zjistite porusovani prav z dusevniho vlastnictvi, je mozne se obratit na nektere verejnopravni instituce. problematikou porusovani prav z dusevniho vlastnictvi se zabyva i ceska obchodni inspekce, statni zemedelske a potravinarska inspekce, zivnostenske urady a statni ustav pro kontrolu leciv i celni sprava ceske republiky."
277,kdo muze pozadovat nahradu skody v pripade poruseni prumyslovych prav?,"v pripade neopravneneho zasahu do prav z prumysloveho vlastnictvi - patentu, zapsaneho uzitneho nebo prumysloveho vzoru je mozne se domahat u soudu zejmena toho, aby ruseni prava bylo zakazano a aby nasledky poruseni byly odstraneny. pokud byla v dusledku porusovani prav zpusobena skoda, ma poskozeny pravo na jeji nahradu. vymahat prava z prumysloveho vlastnictvi je opravnen vlastnik nebo majitel prava, pripadne dalsi opravnena osoba podle zakona cislo dveste dvacet jedna z roku dvatisice sest sbirky, o vymahani prav z prumysloveho vlastnictvi. blizsi informace naleznete zde. v pripade, ze zjistite porusovani prav z dusevniho vlastnictvi, je mozne se obratit na nektere verejnopravni instituce. problematikou porusovani prav z dusevniho vlastnictvi se zabyva i ceska obchodni inspekce, statni zemedelske a potravinarska inspekce, zivnostenske urady a statni ustav pro kontrolu leciv i celni sprava ceske republiky."
278,kdo je opravnen pozadovat nahradu skody v pripade poruseni prumyslovych prav?,"v pripade neopravneneho zasahu do prav z prumysloveho vlastnictvi - patentu, zapsaneho uzitneho nebo prumysloveho vzoru je mozne se domahat u soudu zejmena toho, aby ruseni prava bylo zakazano a aby nasledky poruseni byly odstraneny. pokud byla v dusledku porusovani prav zpusobena skoda, ma poskozeny pravo na jeji nahradu. vymahat prava z prumysloveho vlastnictvi je opravnen vlastnik nebo majitel prava, pripadne dalsi opravnena osoba podle zakona cislo dveste dvacet jedna z roku dvatisice sest sbirky, o vymahani prav z prumysloveho vlastnictvi. blizsi informace naleznete zde. v pripade, ze zjistite porusovani prav z dusevniho vlastnictvi, je mozne se obratit na nektere verejnopravni instituce. problematikou porusovani prav z dusevniho vlastnictvi se zabyva i ceska obchodni inspekce, statni zemedelske a potravinarska inspekce, zivnostenske urady a statni ustav pro kontrolu leciv i celni sprava ceske republiky."
279,nahrada skody,"v pripade neopravneneho zasahu do prav z prumysloveho vlastnictvi - patentu, zapsaneho uzitneho nebo prumysloveho vzoru je mozne se domahat u soudu zejmena toho, aby ruseni prava bylo zakazano a aby nasledky poruseni byly odstraneny. pokud byla v dusledku porusovani prav zpusobena skoda, ma poskozeny pravo na jeji nahradu. vymahat prava z prumysloveho vlastnictvi je opravnen vlastnik nebo majitel prava, pripadne dalsi opravnena osoba podle zakona cislo dveste dvacet jedna z roku dvatisice sest sbirky, o vymahani prav z prumysloveho vlastnictvi. blizsi informace naleznete zde. v pripade, ze zjistite porusovani prav z dusevniho vlastnictvi, je mozne se obratit na nektere verejnopravni instituce. problematikou porusovani prav z dusevniho vlastnictvi se zabyva i ceska obchodni inspekce, statni zemedelske a potravinarska inspekce, zivnostenske urady a statni ustav pro kontrolu leciv i celni sprava ceske republiky."
280,poruseni prav,"v pripade neopravneneho zasahu do prav z prumysloveho vlastnictvi - patentu, zapsaneho uzitneho nebo prumysloveho vzoru je mozne se domahat u soudu zejmena toho, aby ruseni prava bylo zakazano a aby nasledky poruseni byly odstraneny. pokud byla v dusledku porusovani prav zpusobena skoda, ma poskozeny pravo na jeji nahradu. vymahat prava z prumysloveho vlastnictvi je opravnen vlastnik nebo majitel prava, pripadne dalsi opravnena osoba podle zakona cislo dveste dvacet jedna z roku dvatisice sest sbirky, o vymahani prav z prumysloveho vlastnictvi. blizsi informace naleznete zde. v pripade, ze zjistite porusovani prav z dusevniho vlastnictvi, je mozne se obratit na nektere verejnopravni instituce. problematikou porusovani prav z dusevniho vlastnictvi se zabyva i ceska obchodni inspekce, statni zemedelske a potravinarska inspekce, zivnostenske urady a statni ustav pro kontrolu leciv i celni sprava ceske republiky."
281,poruseni prav z prumysloveho vlastnictvi,"v pripade neopravneneho zasahu do prav z prumysloveho vlastnictvi - patentu, zapsaneho uzitneho nebo prumysloveho vzoru je mozne se domahat u soudu zejmena toho, aby ruseni prava bylo zakazano a aby nasledky poruseni byly odstraneny. pokud byla v dusledku porusovani prav zpusobena skoda, ma poskozeny pravo na jeji nahradu. vymahat prava z prumysloveho vlastnictvi je opravnen vlastnik nebo majitel prava, pripadne dalsi opravnena osoba podle zakona cislo dveste dvacet jedna z roku dvatisice sest sbirky, o vymahani prav z prumysloveho vlastnictvi. blizsi informace naleznete zde. v pripade, ze zjistite porusovani prav z dusevniho vlastnictvi, je mozne se obratit na nektere verejnopravni instituce. problematikou porusovani prav z dusevniho vlastnictvi se zabyva i ceska obchodni inspekce, statni zemedelske a potravinarska inspekce, zivnostenske urady a statni ustav pro kontrolu leciv i celni sprava ceske republiky."
282,neopravneny zasah do prav z dusevniho vlastnictvi,"v pripade neopravneneho zasahu do prav z prumysloveho vlastnictvi - patentu, zapsaneho uzitneho nebo prumysloveho vzoru je mozne se domahat u soudu zejmena toho, aby ruseni prava bylo zakazano a aby nasledky poruseni byly odstraneny. pokud byla v dusledku porusovani prav zpusobena skoda, ma poskozeny pravo na jeji nahradu. vymahat prava z prumysloveho vlastnictvi je opravnen vlastnik nebo majitel prava, pripadne dalsi opravnena osoba podle zakona cislo dveste dvacet jedna z roku dvatisice sest sbirky, o vymahani prav z prumysloveho vlastnictvi. blizsi informace naleznete zde. v pripade, ze zjistite porusovani prav z dusevniho vlastnictvi, je mozne se obratit na nektere verejnopravni instituce. problematikou porusovani prav z dusevniho vlastnictvi se zabyva i ceska obchodni inspekce, statni zemedelske a potravinarska inspekce, zivnostenske urady a statni ustav pro kontrolu leciv i celni sprava ceske republiky."
283,muze urad rozhodnout o sporu tykajiciho se patentu ?,"pokud se jedna o spor nebo nejasnosti o vyuzivani patentu nebo uzitneho vzoru, opravnuji pravni predpisy urad prumysloveho vlastnictvi k tomu, aby rozhodl, zda urcite technicke reseni, napr. konkurencni vyrobek, spada do rozsahu patentu nebo uzitneho vzoru. rozhodnuti urad vyda na zaklade zadosti o urceni, podane bud majitelem patentu nebo osoby, ktera osvedci pravni zajem. rozhodnuti o urceni je mozne v pripade sporu predlozit soudu jako dukaz, soud vsak timto rozhodnutim neni vazan. urcitou moznost v ramci prosazovani prav pak pro treti osoby predstavuje navrh na zruseni nebo vymaz, na prohlaseni neplatnosti ci podani namitek proti zapisu, a to na zaklade zadosti, kterou muze u uradu prumysloveho vlastnictvi podat kdokoliv. podani zadosti je zpoplatneno. vice informaci naleznete v sekci v sekci nejcastejsich dotazu. k zajisteni ochrany vasich prav z prumysloveho vlastnictvi se doporucuje sledovat pravidelne vestnik uradu, kde jsou pravidelne zverejnovany informace o prihlaskach i poskytnutych pravech - tj. o patentech, zapsanych uzitnych a prumyslovych vzorech i ochrannych znamkach, platnych na nasem uzemi."
284,muze urad rozhodnout o sporu o patent?,"pokud se jedna o spor nebo nejasnosti o vyuzivani patentu nebo uzitneho vzoru, opravnuji pravni predpisy urad prumysloveho vlastnictvi k tomu, aby rozhodl, zda urcite technicke reseni, napr. konkurencni vyrobek, spada do rozsahu patentu nebo uzitneho vzoru. rozhodnuti urad vyda na zaklade zadosti o urceni, podane bud majitelem patentu nebo osoby, ktera osvedci pravni zajem. rozhodnuti o urceni je mozne v pripade sporu predlozit soudu jako dukaz, soud vsak timto rozhodnutim neni vazan. urcitou moznost v ramci prosazovani prav pak pro treti osoby predstavuje navrh na zruseni nebo vymaz, na prohlaseni neplatnosti ci podani namitek proti zapisu, a to na zaklade zadosti, kterou muze u uradu prumysloveho vlastnictvi podat kdokoliv. podani zadosti je zpoplatneno. vice informaci naleznete v sekci v sekci nejcastejsich dotazu. k zajisteni ochrany vasich prav z prumysloveho vlastnictvi se doporucuje sledovat pravidelne vestnik uradu, kde jsou pravidelne zverejnovany informace o prihlaskach i poskytnutych pravech - tj. o patentech, zapsanych uzitnych a prumyslovych vzorech i ochrannych znamkach, platnych na nasem uzemi."
285,muze urad rozhodnout o sporu ohledne patentu?,"pokud se jedna o spor nebo nejasnosti o vyuzivani patentu nebo uzitneho vzoru, opravnuji pravni predpisy urad prumysloveho vlastnictvi k tomu, aby rozhodl, zda urcite technicke reseni, napr. konkurencni vyrobek, spada do rozsahu patentu nebo uzitneho vzoru. rozhodnuti urad vyda na zaklade zadosti o urceni, podane bud majitelem patentu nebo osoby, ktera osvedci pravni zajem. rozhodnuti o urceni je mozne v pripade sporu predlozit soudu jako dukaz, soud vsak timto rozhodnutim neni vazan. urcitou moznost v ramci prosazovani prav pak pro treti osoby predstavuje navrh na zruseni nebo vymaz, na prohlaseni neplatnosti ci podani namitek proti zapisu, a to na zaklade zadosti, kterou muze u uradu prumysloveho vlastnictvi podat kdokoliv. podani zadosti je zpoplatneno. vice informaci naleznete v sekci v sekci nejcastejsich dotazu. k zajisteni ochrany vasich prav z prumysloveho vlastnictvi se doporucuje sledovat pravidelne vestnik uradu, kde jsou pravidelne zverejnovany informace o prihlaskach i poskytnutych pravech - tj. o patentech, zapsanych uzitnych a prumyslovych vzorech i ochrannych znamkach, platnych na nasem uzemi."
286,jak postupovat v pripade sporu o vyuziti patentu nebo uzitneho vzoru?,"pokud se jedna o spor nebo nejasnosti o vyuzivani patentu nebo uzitneho vzoru, opravnuji pravni predpisy urad prumysloveho vlastnictvi k tomu, aby rozhodl, zda urcite technicke reseni, napr. konkurencni vyrobek, spada do rozsahu patentu nebo uzitneho vzoru. rozhodnuti urad vyda na zaklade zadosti o urceni, podane bud majitelem patentu nebo osoby, ktera osvedci pravni zajem. rozhodnuti o urceni je mozne v pripade sporu predlozit soudu jako dukaz, soud vsak timto rozhodnutim neni vazan. urcitou moznost v ramci prosazovani prav pak pro treti osoby predstavuje navrh na zruseni nebo vymaz, na prohlaseni neplatnosti ci podani namitek proti zapisu, a to na zaklade zadosti, kterou muze u uradu prumysloveho vlastnictvi podat kdokoliv. podani zadosti je zpoplatneno. vice informaci naleznete v sekci v sekci nejcastejsich dotazu. k zajisteni ochrany vasich prav z prumysloveho vlastnictvi se doporucuje sledovat pravidelne vestnik uradu, kde jsou pravidelne zverejnovany informace o prihlaskach i poskytnutych pravech - tj. o patentech, zapsanych uzitnych a prumyslovych vzorech i ochrannych znamkach, platnych na nasem uzemi."
287,jak se postupuje v pripade sporu o vyuziti patentu nebo uzitneho vzoru?,"pokud se jedna o spor nebo nejasnosti o vyuzivani patentu nebo uzitneho vzoru, opravnuji pravni predpisy urad prumysloveho vlastnictvi k tomu, aby rozhodl, zda urcite technicke reseni, napr. konkurencni vyrobek, spada do rozsahu patentu nebo uzitneho vzoru. rozhodnuti urad vyda na zaklade zadosti o urceni, podane bud majitelem patentu nebo osoby, ktera osvedci pravni zajem. rozhodnuti o urceni je mozne v pripade sporu predlozit soudu jako dukaz, soud vsak timto rozhodnutim neni vazan. urcitou moznost v ramci prosazovani prav pak pro treti osoby predstavuje navrh na zruseni nebo vymaz, na prohlaseni neplatnosti ci podani namitek proti zapisu, a to na zaklade zadosti, kterou muze u uradu prumysloveho vlastnictvi podat kdokoliv. podani zadosti je zpoplatneno. vice informaci naleznete v sekci v sekci nejcastejsich dotazu. k zajisteni ochrany vasich prav z prumysloveho vlastnictvi se doporucuje sledovat pravidelne vestnik uradu, kde jsou pravidelne zverejnovany informace o prihlaskach i poskytnutych pravech - tj. o patentech, zapsanych uzitnych a prumyslovych vzorech i ochrannych znamkach, platnych na nasem uzemi."
